"Word","OccurTotal","OccurNum","Freq_pm","Rating.Mean","Rating.SD","Dunno","word","word_clean","lexname","wn_category"
"frontbencher",21,12,"#N/A",12.02,2.8,0.57,"frontbencher","frontbencher","noun.person","person"
"wavelength",36,36,"0.63",12.03,3.63,1,"wavelength","wavelength","noun.attribute","attribute"
"longshore",37,27,"0.04",12.04,3.23,0.73,"longshore","longshore",NA,NA
"machinist",22,22,"0.41",12.04,4.43,1,"machinist","machinist","noun.person","person"
"accounting",19,19,"4.51",12.05,3.05,1,"accounting","accounting","noun.communication","communication"
"adjustability",20,20,"0.02",12.05,2.48,1,"adjustability","adjustability",NA,NA
"aftermath",19,19,"1.04",12.05,2.57,1,"aftermath","aftermath","noun.phenomenon","phenomenon"
"alleged",19,19,"3.98",12.05,2.9,1,"alleged","alleged",NA,NA
"anatomical",19,19,"0.31",12.05,3.22,1,"anatomical","anatomical","noun.communication","communication"
"bereaved",20,19,"0.45",12.05,2.91,0.95,"bereaved","bereaved","noun.person","person"
"boundless",21,21,"0.29",12.05,3.87,1,"boundless","boundless",NA,NA
"censorable",20,20,"0.02",12.05,2.72,1,"censorable","censorable",NA,NA
"client",20,20,"53.24",12.05,3.3,1,"client","client","noun.person","person"
"commune",21,20,"1.31",12.05,4.05,0.95,"commune","commune","noun.location","location"
"condominium",20,20,"0.33",12.05,4.87,1,"condominium","condominium","noun.artifact","artifact"
"consolation",20,20,"3.65",12.05,3.14,1,"consolation","consolation","noun.feeling","feeling"
"cosmetology",21,20,"0.18",12.05,3.36,0.95,"cosmetology","cosmetology","noun.act","act"
"defame",20,19,"0.02",12.05,3.49,0.95,"defame","defame",NA,NA
"dematerialize",19,19,"0.06",12.05,3.26,1,"dematerialize","dematerialize",NA,NA
"dispute",19,19,"3.14",12.05,3.01,1,"dispute","dispute","noun.communication","communication"
"emulate",19,19,"0.55",12.05,3.39,1,"emulate","emulate",NA,NA
"exporter",22,22,"0.08",12.05,2.5,1,"exporter","exporter","noun.person","person"
"extrovert",20,20,"0.10",12.05,3.03,1,"extrovert","extrovert","noun.person","person"
"fiendish",20,19,"0.59",12.05,3.61,0.95,"fiendish","fiendish",NA,NA
"garb",19,19,"0.31",12.05,3.57,1,"garb","garb","noun.artifact","artifact"
"gigabyte",19,19,"0.02",12.05,2.04,1,"gigabyte","gigabyte","noun.quantity","quantity"
"gumbo",20,19,"0.88",12.05,2.41,0.95,"gumbo","gumbo","noun.substance","substance"
"hairsplitting",20,20,"0.06",12.05,4.25,1,"hairsplitting","hairsplitting","noun.cognition","cognition"
"illustrious",19,19,"1.41",12.05,3.03,1,"illustrious","illustrious",NA,NA
"impassive",22,19,"0.02",12.05,3.42,0.86,"impassive","impassive",NA,NA
"indicative",19,19,"0.55",12.05,3.14,1,"indicative","indicative","noun.relation","noun.relation"
"induce",19,19,"1.61",12.05,3.44,1,"induce","induce",NA,NA
"informality",20,20,"0.14",12.05,2.48,1,"informality","informality","noun.attribute","attribute"
"inheritance",19,19,"3.18",12.05,2.97,1,"inheritance","inheritance","noun.act","act"
"irrationality",19,19,"0.02",12.05,3.88,1,"irrationality","irrationality","noun.state","state"
"observational",19,19,"0.10",12.05,3.52,1,"observational","observational",NA,NA
"omen",20,20,"1.71",12.05,4.47,1,"omen","omen","noun.event","event"
"plasticity",20,20,"0.08",12.05,3.61,1,"plasticity","plasticity","noun.attribute","attribute"
"prohibition",20,20,"1.20",12.05,2.39,1,"prohibition","prohibition","noun.communication","communication"
"psychiatric",20,20,"4.75",12.05,2.39,1,"psychiatric","psychiatric",NA,NA
"pub",19,19,"3.73",12.05,3.84,1,"pub","pub","noun.artifact","artifact"
"rapist",19,19,"3.18",12.05,2.68,1,"rapist","rapist","noun.person","person"
"regulatory",22,22,"0.27",12.05,3,1,"regulatory","regulatory",NA,NA
"saturation",19,19,"0.55",12.05,4.05,1,"saturation","saturation","noun.process","noun.process"
"secretion",20,20,"0.25",12.05,2.8,1,"secretion","secretion","noun.process","noun.process"
"selfness",19,19,"0.02",12.05,4.05,1,"selfness","selfness",NA,NA
"sentimental",19,19,"7.04",12.05,2.7,1,"sentimental","sentimental",NA,NA
"stimulating",19,19,"2.35",12.05,2.17,1,"stimulating","stimulating",NA,NA
"trachea",21,20,"0.69",12.05,3.39,0.95,"trachea","trachea","noun.body","body"
"trifling",20,20,"0.69",12.05,2.68,1,"trifling","trifling","noun.act","act"
"unconstitutionality",19,19,"0.02",12.05,3.41,1,"unconstitutionality","unconstitutionality",NA,NA
"uncritical",20,20,"0.04",12.05,3.59,1,"uncritical","uncritical",NA,NA
"unpublished",19,19,"0.24",12.05,3.49,1,"unpublished","unpublished",NA,NA
"uppercut",20,19,"0.57",12.05,4.74,0.95,"uppercut","uppercut","noun.act","act"
"uprise",20,19,"0.02",12.05,4.29,0.95,"uprise","uprise",NA,NA
"abode",18,17,"0.65",12.06,2.93,0.94,"abode","abode","noun.location","location"
"abrasiveness",18,18,"0.04",12.06,3.89,1,"abrasiveness","abrasiveness","noun.attribute","attribute"
"aerospace",18,17,"1.08",12.06,2.7,0.94,"aerospace","aerospace","noun.location","location"
"aftereffect",18,17,"0.06",12.06,2.38,0.94,"aftereffect","aftereffect","noun.phenomenon","phenomenon"
"airbrush",18,18,"0.18",12.06,3.98,1,"airbrush","airbrush","noun.artifact","artifact"
"airlift",18,18,"0.27",12.06,4.22,1,"airlift","airlift","noun.act","act"
"amplify",18,18,"0.37",12.06,3.81,1,"amplify","amplify",NA,NA
"anguished",18,17,"0.25",12.06,3.58,0.94,"anguished","anguished",NA,NA
"annihilation",18,17,"0.80",12.06,3.38,0.94,"annihilation","annihilation","noun.act","act"
"anorexic",18,17,"0.57",12.06,3.38,0.94,"anorexic","anorexic","noun.person","person"
"antiaircraft",18,18,"0.49",12.06,3.02,1,"antiaircraft","antiaircraft","noun.artifact","artifact"
"aristocratic",18,18,"0.73",12.06,2.98,1,"aristocratic","aristocratic",NA,NA
"arrestee",19,17,"0.04",12.06,2.79,0.89,"arrestee","arrestee",NA,NA
"assure",19,18,"20.02",12.06,3.78,0.95,"assure","assure",NA,NA
"automation",19,18,"0.18",12.06,3.19,0.95,"automation","automation","noun.act","act"
"banshee",20,16,"1.12",12.06,3.28,0.8,"banshee","banshee","noun.person","person"
"bluffer",21,18,"0.10",12.06,3.28,0.86,"bluffer","bluffer","noun.person","person"
"boozer",19,18,"0.35",12.06,3.7,0.95,"boozer","boozer","noun.person","person"
"bullheadedness",19,18,"0.04",12.06,4.57,0.95,"bullheadedness","bullheadedness","noun.attribute","attribute"
"caribou",19,17,"0.29",12.06,3.36,0.89,"caribou","caribou","noun.animal","animal"
"causality",18,18,"0.14",12.06,4.39,1,"causality","causality","noun.relation","noun.relation"
"cavort",22,16,"0.06",12.06,2.59,0.73,"cavort","cavort",NA,NA
"clarification",18,18,"0.59",12.06,2.75,1,"clarification","clarification","noun.communication","communication"
"comprise",18,18,"0.18",12.06,2.86,1,"comprise","comprise",NA,NA
"conceited",18,18,"1.84",12.06,3.59,1,"conceited","conceited",NA,NA
"condensed",18,18,"0.39",12.06,3.02,1,"condensed","condensed",NA,NA
"configure",18,18,"0.18",12.06,3.13,1,"configure","configure",NA,NA
"cosmopolitan",19,18,"1.16",12.06,4.82,0.95,"cosmopolitan","cosmopolitan","noun.person","person"
"coup",18,16,"2.61",12.06,3.47,0.89,"coup","coup","noun.act","act"
"cranial",19,18,"0.76",12.06,2.94,0.95,"cranial","cranial",NA,NA
"crested",19,18,"0.10",12.06,3.86,0.95,"crested","crested",NA,NA
"decrypt",20,17,"0.33",12.06,3.8,0.85,"decrypt","decrypt",NA,NA
"delicatessen",18,16,"0.80",12.06,4.46,0.89,"delicatessen","delicatessen","noun.food","food"
"desolate",18,17,"0.98",12.06,3.38,0.94,"desolate","desolate",NA,NA
"desolated",18,18,"0.06",12.06,2.15,1,"desolated","desolated",NA,NA
"discourteous",18,18,"0.24",12.06,2.34,1,"discourteous","discourteous",NA,NA
"drywall",18,18,"0.31",12.06,4.44,1,"drywall","drywall","noun.artifact","artifact"
"elusion",20,16,"0.02",12.06,2.64,0.8,"elusion","elusion","noun.act","act"
"endorse",18,18,"1.73",12.06,3.08,1,"endorse","endorse",NA,NA
"engineering",18,18,"6.53",12.06,2.6,1,"engineering","engineering","noun.act","act"
"entourage",19,18,"1.35",12.06,2.13,0.95,"entourage","entourage","noun.group","group"
"exorcism",18,18,"1.86",12.06,3.13,1,"exorcism","exorcism","noun.cognition","cognition"
"explainable",18,18,"0.20",12.06,2.9,1,"explainable","explainable",NA,NA
"feminist",18,18,"1.82",12.06,3,1,"feminist","feminist","noun.person","person"
"gaudy",19,17,"0.41",12.06,2.84,0.89,"gaudy","gaudy","noun.group","group"
"gin",19,18,"11.27",12.06,3.46,0.95,"gin","gin","noun.food","food"
"grail",18,17,"2.69",12.06,4.84,0.94,"grail","grail","noun.cognition","cognition"
"groupie",18,18,"1.33",12.06,3.11,1,"groupie","groupie","noun.person","person"
"gunrunner",18,17,"0.12",12.06,3.11,0.94,"gunrunner","gunrunner","noun.person","person"
"harmonizer",19,18,"0.02",12.06,4.86,0.95,"harmonizer","harmonizer","noun.person","person"
"hotbox",19,17,"0.04",12.06,4.35,0.89,"hotbox","hotbox","noun.artifact","artifact"
"humanize",18,17,"0.16",12.06,2.82,0.94,"humanize","humanize",NA,NA
"humdinger",18,16,"0.14",12.06,3.36,0.89,"humdinger","humdinger","noun.person","person"
"huntress",19,17,"0.39",12.06,4.63,0.89,"huntress","huntress","noun.person","person"
"hysteria",18,18,"2.27",12.06,2.39,1,"hysteria","hysteria","noun.state","state"
"impeach",18,17,"0.41",12.06,3.65,0.94,"impeach","impeach",NA,NA
"incineration",19,18,"0.10",12.06,5.07,0.95,"incineration","incineration","noun.act","act"
"indecent",18,18,"1.78",12.06,3.52,1,"indecent","indecent",NA,NA
"inflictor",20,17,"0.02",12.06,2.51,0.85,"inflictor","inflictor",NA,NA
"intangible",19,17,"0.53",12.06,1.89,0.89,"intangible","intangible","noun.possession","noun.possession"
"lamebrain",19,17,"0.25",12.06,3.09,0.89,"lamebrain","lamebrain",NA,NA
"liquefy",18,18,"0.20",12.06,3,1,"liquefy","liquefy",NA,NA
"maintainer",18,16,"0.10",12.06,3.62,0.89,"maintainer","maintainer","noun.person","person"
"maximal",18,16,"0.04",12.06,4.19,0.89,"maximal","maximal",NA,NA
"meditative",19,18,"0.22",12.06,2.44,0.95,"meditative","meditative",NA,NA
"metropolis",18,17,"1.02",12.06,2.63,0.94,"metropolis","metropolis","noun.location","location"
"mincemeat",19,18,"0.43",12.06,4.18,0.95,"mincemeat","mincemeat","noun.food","food"
"mortuary",18,18,"1.84",12.06,3.44,1,"mortuary","mortuary","noun.artifact","artifact"
"neuron",18,18,"0.14",12.06,3.65,1,"neuron","neuron","noun.body","body"
"nonbinding",18,17,"0.02",12.06,3.25,0.94,"nonbinding","nonbinding",NA,NA
"obscurity",18,18,"0.53",12.06,2.15,1,"obscurity","obscurity","noun.attribute","attribute"
"obtuse",19,18,"0.25",12.06,2.88,0.95,"obtuse","obtuse",NA,NA
"ordinariness",19,18,"0.02",12.06,4.12,0.95,"ordinariness","ordinariness","noun.attribute","attribute"
"pacer",18,16,"0.25",12.06,3.49,0.89,"pacer","pacer","noun.animal","animal"
"payout",18,18,"0.41",12.06,2.65,1,"payout","payout",NA,NA
"perceptible",18,18,"0.08",12.06,2.41,1,"perceptible","perceptible",NA,NA
"pertinence",21,18,"0.02",12.06,2.69,0.86,"pertinence","pertinence","noun.relation","noun.relation"
"perverted",18,18,"1.76",12.06,2.67,1,"perverted","perverted",NA,NA
"phosphorescent",19,18,"0.12",12.06,4.43,0.95,"phosphorescent","phosphorescent",NA,NA
"pike",20,18,"4.59",12.06,3.11,0.9,"pike","pike","noun.artifact","artifact"
"placenta",18,18,"0.47",12.06,3.87,1,"placenta","placenta","noun.plant","plant"
"pliability",18,18,"0.02",12.06,2.55,1,"pliability","pliability","noun.attribute","attribute"
"preceptor",18,16,"0.10",12.06,3.8,0.89,"preceptor","preceptor","noun.person","person"
"predictability",18,18,"0.10",12.06,2.24,1,"predictability","predictability","noun.attribute","attribute"
"privateer",20,17,"0.08",12.06,3.38,0.85,"privateer","privateer","noun.person","person"
"profound",18,18,"4.18",12.06,2.75,1,"profound","profound",NA,NA
"prose",18,17,"0.94",12.06,3.82,0.94,"prose","prose","noun.communication","communication"
"quarterfinal",18,18,"0.14",12.06,3.13,1,"quarterfinal","quarterfinal","noun.event","event"
"quicksilver",18,17,"0.31",12.06,3.73,0.94,"quicksilver","quicksilver","noun.substance","substance"
"quickstep",18,16,"0.14",12.06,3.43,0.89,"quickstep","quickstep","noun.communication","communication"
"radioactivity",18,17,"0.80",12.06,2.59,0.94,"radioactivity","radioactivity","noun.process","noun.process"
"relativity",18,18,"0.76",12.06,3.15,1,"relativity","relativity","noun.cognition","cognition"
"rhythmical",20,18,"0.06",12.06,2.88,0.9,"rhythmical","rhythmical",NA,NA
"sauciness",18,18,"0.02",12.06,3.26,1,"sauciness","sauciness","noun.attribute","attribute"
"schnitzel",18,17,"0.88",12.06,5.08,0.94,"schnitzel","schnitzel","noun.food","food"
"scrounger",20,16,"0.43",12.06,2.79,0.8,"scrounger","scrounger","noun.person","person"
"showstopper",18,17,"0.22",12.06,3.29,0.94,"showstopper","showstopper","noun.communication","communication"
"shrapnel",19,17,"2.22",12.06,3.63,0.89,"shrapnel","shrapnel","noun.artifact","artifact"
"sideband",20,16,"0.02",12.06,4.73,0.8,"sideband","sideband",NA,NA
"span",18,18,"1.98",12.06,3.47,1,"span","span","noun.time","time"
"statuary",19,17,"0.06",12.06,3.05,0.89,"statuary","statuary","noun.group","group"
"suburbia",19,18,"0.75",12.06,2.71,0.95,"suburbia","suburbia","noun.location","location"
"sunlamp",21,18,"0.12",12.06,4.04,0.86,"sunlamp","sunlamp","noun.artifact","artifact"
"supplementary",18,18,"0.25",12.06,3.3,1,"supplementary","supplementary",NA,NA
"tramway",20,17,"0.04",12.06,3.58,0.85,"tramway","tramway","noun.artifact","artifact"
"tundra",18,18,"0.27",12.06,2.65,1,"tundra","tundra","noun.object","object"
"unsponsored",18,17,"0.04",12.06,2.75,0.94,"unsponsored","unsponsored",NA,NA
"upslope",20,18,"0.08",12.06,4.32,0.9,"upslope","upslope",NA,NA
"validation",18,18,"0.71",12.06,3.1,1,"validation","validation","noun.act","act"
"swathe",22,17,"#N/A",12.06,3,0.77,"swathe","swathe","noun.artifact","artifact"
"amperage",19,15,"0.10",12.07,3.39,0.79,"amperage","amperage","noun.phenomenon","phenomenon"
"astronautics",18,15,"0.06",12.07,2.87,0.83,"astronautics","astronautics","noun.cognition","cognition"
"capacitor",18,15,"0.27",12.07,3.67,0.83,"capacitor","capacitor","noun.artifact","artifact"
"consecration",18,14,"0.04",12.07,3.54,0.78,"consecration","consecration","noun.act","act"
"contending",18,15,"0.08",12.07,2.66,0.83,"contending","contending",NA,NA
"covetous",18,14,"0.08",12.07,4.18,0.78,"covetous","covetous",NA,NA
"drake",18,14,"5.96",12.07,4.12,0.78,"drake","drake","noun.person","person"
"falsity",19,14,"0.14",12.07,4.23,0.74,"falsity","falsity","noun.state","state"
"hoofer",19,14,"0.24",12.07,4.18,0.74,"hoofer","hoofer","noun.person","person"
"indelible",19,15,"0.27",12.07,4.25,0.79,"indelible","indelible",NA,NA
"inexpert",18,15,"0.02",12.07,3.56,0.83,"inexpert","inexpert",NA,NA
"laze",18,15,"0.04",12.07,4.51,0.83,"laze","laze",NA,NA
"mirth",19,15,"0.22",12.07,3.47,0.79,"mirth","mirth","noun.feeling","feeling"
"privy",18,14,"1.49",12.07,3.43,0.78,"privy","privy","noun.artifact","artifact"
"profusion",19,15,"0.10",12.07,3.06,0.79,"profusion","profusion","noun.attribute","attribute"
"refractive",18,15,"0.04",12.07,3.17,0.83,"refractive","refractive",NA,NA
"remiss",19,15,"0.69",12.07,3.59,0.79,"remiss","remiss",NA,NA
"repower",18,15,"0.02",12.07,3.41,0.83,"repower","repower",NA,NA
"resin",18,15,"0.59",12.07,2.79,0.83,"resin","resin","noun.substance","substance"
"roadster",18,14,"0.35",12.07,4.67,0.78,"roadster","roadster","noun.artifact","artifact"
"roguish",18,14,"0.14",12.07,3.95,0.78,"roguish","roguish",NA,NA
"rollicking",18,14,"0.10",12.07,4.29,0.78,"rollicking","rollicking",NA,NA
"snafu",18,15,"0.53",12.07,3.63,0.83,"snafu","snafu","noun.act","act"
"terrycloth",18,15,"0.10",12.07,3.97,0.83,"terrycloth","terrycloth","noun.artifact","artifact"
"tonnage",19,15,"0.25",12.07,3.67,0.79,"tonnage","tonnage","noun.possession","noun.possession"
"woolgathering",18,15,"0.06",12.07,3.75,0.83,"woolgathering","woolgathering","noun.cognition","cognition"
"ziti",18,14,"0.25",12.07,5.06,0.78,"ziti","ziti","noun.food","food"
"nervecell",21,20,"#N/A",12.07,2.98,0.95,"nervecell","nervecell",NA,NA
"biddy",19,12,"0.24",12.08,3.82,0.63,"biddy","biddy","noun.animal","animal"
"bluesy",18,13,"0.02",12.08,4.44,0.72,"bluesy","bluesy",NA,NA
"coffer",18,13,"0.10",12.08,3.93,0.72,"coffer","coffer","noun.artifact","artifact"
"concentric",18,13,"0.27",12.08,2.63,0.72,"concentric","concentric",NA,NA
"dapper",19,13,"0.55",12.08,2.63,0.68,"dapper","dapper",NA,NA
"deaconess",20,13,"0.02",12.08,4.35,0.65,"deaconess","deaconess","noun.person","person"
"gladiola",20,13,"0.02",12.08,4.19,0.65,"gladiola","gladiola","noun.plant","plant"
"hollyhock",20,12,"0.04",12.08,4.89,0.6,"hollyhock","hollyhock","noun.plant","plant"
"jigger",19,13,"0.20",12.08,3.57,0.68,"jigger","jigger","noun.artifact","artifact"
"mastiff",20,13,"0.12",12.08,3.95,0.65,"mastiff","mastiff","noun.animal","animal"
"miscellany",18,12,"0.04",12.08,2.84,0.67,"miscellany","miscellany","noun.group","group"
"natty",19,12,"0.24",12.08,3.03,0.63,"natty","natty",NA,NA
"pepperbox",21,12,"0.02",12.08,4.17,0.57,"pepperbox","pepperbox",NA,NA
"putrefy",19,13,"0.04",12.08,3.64,0.68,"putrefy","putrefy",NA,NA
"rumination",18,12,"0.02",12.08,3.03,0.67,"rumination","rumination","noun.cognition","cognition"
"wherewithal",19,12,"0.14",12.08,4.08,0.63,"wherewithal","wherewithal","noun.possession","noun.possession"
"chairlift",22,22,"0.06",12.09,3.45,1,"chairlift","chairlift","noun.artifact","artifact"
"drabble",19,11,"0.02",12.09,4.13,0.58,"drabble","drabble",NA,NA
"highfalutin",18,11,"0.27",12.09,5.11,0.61,"highfalutin","highfalutin",NA,NA
"skycap",18,11,"0.14",12.09,4.25,0.61,"skycap","skycap","noun.person","person"
"songstress",18,11,"0.08",12.09,3.48,0.61,"songstress","songstress","noun.person","person"
"attentiveness",20,20,"0.06",12.1,4.29,1,"attentiveness","attentiveness","noun.cognition","cognition"
"axis",20,20,"1.59",12.1,2.71,1,"axis","axis","noun.cognition","cognition"
"bluepoint",19,10,"0.02",12.1,3.78,0.53,"bluepoint","bluepoint","noun.food","food"
"brandy",21,21,"11.12",12.1,3.19,1,"brandy","brandy","noun.food","food"
"coed",20,20,"0.59",12.1,3.01,1,"coed","coed",NA,NA
"convention",21,21,"12.33",12.1,4,1,"convention","convention","noun.group","group"
"counterbalance",20,20,"0.22",12.1,2.4,1,"counterbalance","counterbalance","noun.artifact","artifact"
"credential",21,20,"0.10",12.1,2.81,0.95,"credential","credential","noun.communication","communication"
"defuse",21,21,"0.75",12.1,3.66,1,"defuse","defuse",NA,NA
"desirability",21,20,"0.10",12.1,2.1,0.95,"desirability","desirability","noun.attribute","attribute"
"dismissive",21,21,"0.45",12.1,2.61,1,"dismissive","dismissive",NA,NA
"empower",22,21,"0.31",12.1,3.42,0.95,"empower","empower",NA,NA
"expansive",20,20,"0.24",12.1,3.39,1,"expansive","expansive",NA,NA
"familiarity",20,20,"0.67",12.1,2.47,1,"familiarity","familiarity","noun.cognition","cognition"
"itemized",20,20,"0.24",12.1,4.1,1,"itemized","itemized",NA,NA
"kung",19,10,"5.25",12.1,3.6,0.53,"kung","kung",NA,NA
"limitlessness",22,21,"0.02",12.1,2.59,0.95,"limitlessness","limitlessness","noun.attribute","attribute"
"propaganda",20,20,"3.12",12.1,3.86,1,"propaganda","propaganda","noun.communication","communication"
"quash",18,10,"0.22",12.1,4.09,0.56,"quash","quash",NA,NA
"revoke",20,20,"0.73",12.1,3.09,1,"revoke","revoke","noun.act","act"
"salvageable",20,20,"0.25",12.1,3.4,1,"salvageable","salvageable",NA,NA
"sensual",21,21,"1.51",12.1,2.62,1,"sensual","sensual",NA,NA
"snub",21,20,"0.39",12.1,3.64,0.95,"snub","snub","noun.communication","communication"
"unblemished",21,20,"0.22",12.1,3.06,0.95,"unblemished","unblemished",NA,NA
"underlying",20,20,"1.25",12.1,2.65,1,"underlying","underlying",NA,NA
"vantage",20,20,"0.76",12.1,2.51,1,"vantage","vantage","noun.location","location"
"virtuous",20,20,"1.73",12.1,4.77,1,"virtuous","virtuous",NA,NA
"wholehearted",21,20,"0.08",12.1,3.06,0.95,"wholehearted","wholehearted",NA,NA
"workup",35,29,"0.96",12.1,3.22,0.83,"workup","workup",NA,NA
"abbot",20,15,"0.84",12.1,4.7,0.75,"abbot","abbot","noun.person","person"
"breeches",20,18,"0.37",12.1,4.09,0.9,"breeches","breeches","noun.artifact","artifact"
"acclaim",18,18,"0.43",12.11,3.76,1,"acclaim","acclaim","noun.communication","communication"
"addiction",18,18,"3.90",12.11,4.2,1,"addiction","addiction","noun.state","state"
"alcove",20,19,"0.47",12.11,3.77,0.95,"alcove","alcove","noun.artifact","artifact"
"amp",19,19,"1.82",12.11,2.42,1,"amp","amp","noun.quantity","quantity"
"antimony",18,9,"0.02",12.11,3.62,0.5,"antimony","antimony","noun.substance","substance"
"asymmetrical",19,18,"0.12",12.11,3.82,0.95,"asymmetrical","asymmetrical",NA,NA
"authenticity",18,18,"1.16",12.11,2.97,1,"authenticity","authenticity","noun.attribute","attribute"
"avail",18,18,"0.84",12.11,3.2,1,"avail","avail","noun.attribute","attribute"
"bailer",21,18,"0.18",12.11,4.21,0.86,"bailer","bailer",NA,NA
"blunderbuss",20,9,"0.12",12.11,4.23,0.45,"blunderbuss","blunderbuss","noun.artifact","artifact"
"brisket",21,18,"0.92",12.11,4.57,0.86,"brisket","brisket","noun.food","food"
"burnout",19,19,"0.24",12.11,3.83,1,"burnout","burnout",NA,NA
"catastrophic",19,19,"1.27",12.11,2.98,1,"catastrophic","catastrophic",NA,NA
"ceaseless",20,18,"0.16",12.11,3.1,0.9,"ceaseless","ceaseless",NA,NA
"chaw",21,9,"0.20",12.11,5.71,0.43,"chaw","chaw","noun.food","food"
"circumcision",19,19,"0.67",12.11,3.59,1,"circumcision","circumcision","noun.time","time"
"citric",19,18,"0.04",12.11,2.65,0.95,"citric","citric",NA,NA
"claxon",18,9,"0.14",12.11,4.31,0.5,"claxon","claxon","noun.artifact","artifact"
"closure",19,19,"3.10",12.11,4.48,1,"closure","closure","noun.act","act"
"combativeness",19,19,"0.02",12.11,3.56,1,"combativeness","combativeness","noun.attribute","attribute"
"condensation",19,19,"0.33",12.11,3.03,1,"condensation","condensation","noun.cognition","cognition"
"conman",18,18,"0.08",12.11,4.16,1,"conman","conman",NA,NA
"conservatory",18,18,"1.35",12.11,2.95,1,"conservatory","conservatory","noun.group","group"
"counterfeiter",18,18,"0.10",12.11,3.31,1,"counterfeiter","counterfeiter","noun.person","person"
"crux",19,18,"0.29",12.11,3.68,0.95,"crux","crux","noun.object","object"
"culmination",20,19,"0.41",12.11,2.75,0.95,"culmination","culmination","noun.time","time"
"demineralization",22,19,"0.02",12.11,3.43,0.86,"demineralization","demineralization","noun.state","state"
"deodorizer",18,18,"0.04",12.11,3.41,1,"deodorizer","deodorizer",NA,NA
"dictation",18,18,"0.94",12.11,2.74,1,"dictation","dictation","noun.communication","communication"
"dilute",19,19,"0.37",12.11,3.14,1,"dilute","dilute",NA,NA
"disinherit",20,19,"0.27",12.11,2.54,0.95,"disinherit","disinherit",NA,NA
"disperse",19,19,"1.78",12.11,2.73,1,"disperse","disperse",NA,NA
"duplication",19,19,"0.14",12.11,2.79,1,"duplication","duplication","noun.artifact","artifact"
"elective",19,19,"1.02",12.11,1.94,1,"elective","elective","noun.act","act"
"ensue",20,18,"0.20",12.11,2.99,0.9,"ensue","ensue",NA,NA
"entombment",19,19,"0.06",12.11,3.48,1,"entombment","entombment","noun.event","event"
"euphoria",19,19,"0.49",12.11,3.56,1,"euphoria","euphoria","noun.feeling","feeling"
"excrement",19,18,"1.22",12.11,2.22,0.95,"excrement","excrement","noun.substance","substance"
"exorcist",19,19,"0.98",12.11,2.85,1,"exorcist","exorcist","noun.person","person"
"extendable",18,18,"0.02",12.11,3.03,1,"extendable","extendable",NA,NA
"eyestrain",19,19,"0.04",12.11,4.56,1,"eyestrain","eyestrain","noun.state","state"
"facelift",18,18,"0.14",12.11,3.05,1,"facelift","facelift","noun.act","act"
"familial",20,19,"0.25",12.11,2.88,0.95,"familial","familial",NA,NA
"figurehead",19,19,"0.27",12.11,3.84,1,"figurehead","figurehead","noun.person","person"
"formative",19,19,"0.29",12.11,2.64,1,"formative","formative","noun.communication","communication"
"ghostwriter",19,19,"0.06",12.11,3.31,1,"ghostwriter","ghostwriter","noun.person","person"
"halibut",22,18,"0.51",12.11,3.8,0.82,"halibut","halibut","noun.food","food"
"harpist",19,18,"0.04",12.11,3.2,0.95,"harpist","harpist","noun.person","person"
"hellhound",19,18,"0.06",12.11,4.42,0.95,"hellhound","hellhound","noun.person","person"
"holograph",19,18,"0.14",12.11,4.99,0.95,"holograph","holograph","noun.communication","communication"
"implement",19,19,"1.24",12.11,2.4,1,"implement","implement","noun.artifact","artifact"
"incantation",20,19,"0.55",12.11,2.85,0.95,"incantation","incantation","noun.communication","communication"
"incompetency",19,19,"0.02",12.11,3.25,1,"incompetency","incompetency","noun.attribute","attribute"
"insecure",19,19,"4.06",12.11,3.65,1,"insecure","insecure",NA,NA
"jetsam",18,9,"0.18",12.11,4.73,0.5,"jetsam","jetsam","noun.artifact","artifact"
"legalization",19,19,"0.02",12.11,2.94,1,"legalization","legalization","noun.act","act"
"lethargic",20,19,"0.31",12.11,1.94,0.95,"lethargic","lethargic",NA,NA
"linesman",18,18,"0.02",12.11,3.58,1,"linesman","linesman","noun.person","person"
"listless",19,19,"0.18",12.11,3.7,1,"listless","listless",NA,NA
"loggerheaded",19,9,"0.02",12.11,4.62,0.47,"loggerheaded","loggerheaded",NA,NA
"manic",19,19,"1.37",12.11,3.45,1,"manic","manic",NA,NA
"marketable",19,19,"0.27",12.11,4.31,1,"marketable","marketable",NA,NA
"misconstrue",20,19,"0.10",12.11,4.09,0.95,"misconstrue","misconstrue",NA,NA
"misidentify",19,19,"0.02",12.11,3.77,1,"misidentify","misidentify",NA,NA
"monogrammed",19,18,"0.59",12.11,3.43,0.95,"monogrammed","monogrammed",NA,NA
"naturalized",19,19,"0.18",12.11,2.75,1,"naturalized","naturalized",NA,NA
"neutrality",19,18,"0.33",12.11,4.6,0.95,"neutrality","neutrality","noun.act","act"
"nonvoting",19,18,"0.02",12.11,2.81,0.95,"nonvoting","nonvoting",NA,NA
"nostalgic",18,18,"1.00",12.11,3.58,1,"nostalgic","nostalgic",NA,NA
"persuasiveness",19,19,"0.04",12.11,3.91,1,"persuasiveness","persuasiveness","noun.attribute","attribute"
"proficient",18,18,"0.57",12.11,2.74,1,"proficient","proficient",NA,NA
"profiteer",19,18,"0.08",12.11,3.46,0.95,"profiteer","profiteer","noun.person","person"
